id,id_recipe,id_ingredient,quantity,measurement
947,426,715,3.03,g
948,2440,309,3.08,piece
949,2454,496,2.51,ml
950,1526,1361,1.52,tsp
951,57,920,2.02,ml
952,1836,2000,2.14,g
953,163,2932,4.31,ml
954,2565,373,3.52,piece
955,3801,2226,3.53,piece
956,3598,2684,1.51,cup
957,1945,649,2.48,tbsp
958,1598,822,2.9,tsp
959,1344,1451,3.31,piece
960,212,2862,0.43,g
961,1619,1993,4.98,piece
962,1013,2255,2.22,g
963,1393,1383,0.63,tsp
964,2723,121,2.26,tbsp
965,3039,1217,0.22,g
966,2034,2419,2.23,g
967,582,1267,0.19,ml
968,195,836,3.49,cup
969,2377,2964,1.69,ml
970,1717,2604,4.13,cup
971,3007,2888,2.62,cup
972,1551,2270,1.18,piece
973,1529,1846,2.75,g
974,626,2897,1.39,g
975,1150,426,3.53,ml
976,3526,287,2.68,piece
977,1963,883,4.94,tsp
978,2562,148,2.53,piece
979,1828,1554,3.98,piece
980,312,643,2.75,ml
981,1402,1803,3.78,tsp
982,2828,1898,3.43,tbsp
983,2822,2278,3.0,g
984,1654,2081,3.42,tsp
985,485,2340,2.9,piece
986,1231,2663,2.9,tsp
987,600,2491,2.24,g
988,3868,1206,2.75,ml
989,3394,1899,3.93,piece
990,3268,706,3.18,ml
991,207,576,1.73,cup
992,501,1052,2.49,tsp
993,2410,101,1.66,tbsp
994,1250,316,0.72,piece
995,622,422,4.44,ml
996,320,2277,2.21,tbsp
997,1494,2259,3.7,piece
998,1378,2467,3.25,tsp
999,2480,1779,0.62,g
1000,280,2793,0.36,piece
1001,2526,785,2.51,g
1002,1195,383,3.12,piece
1003,3545,726,1.32,tbsp
1004,720,112,0.11,tbsp
1005,3907,1841,0.85,piece
1006,704,1656,1.09,g
1007,3832,1979,1.7,tbsp
1008,2277,2930,4.51,g
1009,1682,2290,4.04,piece
1010,3946,1211,0.99,ml
1011,1935,1764,1.2,ml
1012,3483,1883,1.92,tbsp
1013,2297,694,1.27,tsp
1014,1740,1969,2.06,cup
1015,114,616,1.69,tbsp
1016,3342,1601,1.32,cup
1017,64,162,2.0,piece
1018,1738,528,2.63,tsp
1019,2149,2411,4.11,piece
1020,456,97,4.45,cup
1021,2338,2421,4.98,g
1022,2111,1801,3.07,ml
1023,124,1991,2.25,cup
1024,956,145,0.72,cup
1025,834,43,2.75,g
1026,1659,977,0.87,piece
1027,825,1222,0.73,g
1028,3755,195,4.13,cup
1029,4,1435,4.25,tbsp
1030,3299,168,4.22,cup
1031,2850,2867,2.85,cup
1032,433,384,4.21,g
1033,2621,1141,4.61,g
1034,3580,1714,0.2,piece
1035,1073,1175,0.18,tbsp
1036,588,1323,0.44,cup
1037,3772,2705,4.07,g
1038,1226,2212,4.55,cup
1039,2239,1557,2.29,g
1040,3802,587,1.55,piece
1041,2818,1856,2.18,piece
1042,2638,1665,0.56,piece
1043,3874,1310,0.38,ml
1044,2124,1680,3.21,cup
1045,257,2721,1.01,ml
1046,703,678,3.64,g
1047,2408,1539,2.6,ml
1048,1600,1039,3.39,tbsp
1049,514,1936,3.95,tbsp
1050,1705,1209,4.3,cup
1051,2406,1748,2.83,ml
1052,949,158,1.87,cup
1053,3868,1535,0.8,tbsp
1054,3339,2934,4.21,piece
1055,69,293,3.11,tbsp
1056,2809,2301,4.13,piece
1057,2227,107,4.27,tsp
1058,3982,1125,2.17,g
1059,256,1170,4.75,piece
1060,3004,1118,4.46,tsp
1061,3747,2231,0.36,ml
1062,2307,392,3.2,ml
1063,3336,1329,1.62,piece
1064,3266,2652,2.69,piece
1065,3598,923,4.11,piece
1066,695,169,2.57,tbsp
1067,2806,1627,0.52,tsp
1068,2078,2071,3.54,ml
1069,207,142,3.29,piece
1070,991,1515,1.15,piece
1071,3103,2308,2.03,g
1072,1252,2710,1.04,cup
1073,3022,2553,0.99,g
1074,1933,2668,3.55,ml
1075,3129,314,3.9,cup
1076,3654,84,3.2,tbsp
1077,1141,2259,4.89,g
1078,917,1132,1.78,tsp
1079,100,1222,3.04,tbsp
1080,953,838,2.09,tsp
1081,376,823,1.24,piece
1082,2284,403,3.7,tsp
1083,435,453,1.61,tbsp
1084,346,803,2.31,cup
1085,1649,223,2.84,tbsp
1086,2139,1859,3.43,ml
1087,895,2546,3.33,cup
1088,3468,146,0.48,ml
1089,3607,2721,0.28,tbsp
1090,2225,832,2.19,g
1091,595,2891,4.39,ml
1092,3746,701,3.65,tbsp
1093,3094,1067,1.7,g
1094,544,2856,3.96,ml
1095,3076,318,2.08,piece
1096,2294,324,0.7,g
1097,503,2715,3.2,tbsp
1098,3944,241,4.11,piece
1099,3585,2345,1.77,ml
1100,2683,253,3.49,cup
1101,230,2253,3.4,g
1102,3638,1871,2.07,tsp
1103,2100,2036,2.1,ml
1104,141,83,2.27,tbsp
1105,2342,2844,2.96,tsp
1106,2401,2571,2.81,ml
1107,1340,1791,1.92,ml
1108,832,2162,3.99,tbsp
1109,3357,1399,2.58,piece
1110,3559,1535,1.17,cup
1111,2,2730,2.77,g
1112,1045,166,1.56,piece
1113,153,2862,1.83,piece
1114,1727,2798,2.4,piece
1115,3293,1323,4.59,piece
1116,3599,2058,3.71,tbsp
1117,3224,670,3.62,ml
1118,3065,2817,1.45,g
1119,1438,583,1.35,g
1120,1834,524,0.6,g
1121,2969,1139,1.96,cup
1122,2936,2791,3.64,g
1123,166,2629,3.73,tsp
1124,752,848,4.55,tbsp
1125,1056,1844,0.61,piece
1126,3535,992,3.64,tbsp
1127,1149,2045,0.97,ml
1128,1169,2740,1.42,piece
1129,614,1104,2.54,piece
1130,1482,254,2.65,g
1131,659,41,0.74,piece
1132,377,21,2.54,ml
1133,863,2806,3.15,tbsp
1134,3609,1284,4.5,cup
1135,2297,2960,1.27,piece
1136,1410,216,1.52,tsp
1137,2042,1158,1.42,piece
1138,3526,2154,3.7,tbsp
1139,3328,1973,4.42,tsp
1140,2703,1925,3.46,cup
1141,762,158,4.95,tbsp
1142,496,2468,3.54,piece
1143,2227,1400,0.41,cup
1144,3438,1076,4.33,g
1145,1440,1917,4.52,tsp
1146,173,2659,1.31,cup
1147,2365,412,2.82,tbsp
1148,1249,819,3.9,g
1149,2922,902,3.82,g
1150,2897,872,2.08,ml
1151,1645,2063,0.7,cup
1152,765,2920,2.8,ml
1153,1235,158,3.14,tbsp
1154,3401,26,1.43,cup
1155,258,1382,4.71,tsp
1156,2107,61,2.49,g
1157,1223,2608,3.19,cup
1158,3000,1795,1.13,g
1159,61,279,3.9,cup
1160,3848,2717,1.31,cup
1161,2701,2521,3.57,tbsp
1162,2282,2049,2.69,g
1163,3052,1256,3.22,cup
1164,3906,2663,4.48,tbsp
1165,508,1211,4.37,ml
1166,729,278,0.32,ml
1167,3900,1735,4.53,ml
1168,2587,805,3.61,ml
1169,545,956,1.57,ml
1170,1239,1317,3.95,tbsp
1171,1050,790,0.45,g
1172,2531,2731,4.5,cup
1173,1381,1431,2.99,tsp
1174,2393,1440,0.34,g
1175,2703,298,1.14,tbsp
1176,43,946,3.42,ml
1177,1870,1529,4.63,tsp
1178,1968,1984,1.01,tsp
1179,714,1345,4.44,ml
1180,453,822,3.21,tsp
1181,1839,33,0.47,tbsp
1182,1691,1934,0.9,tsp
1183,2449,1929,0.74,tsp
1184,3627,1816,3.2,piece
1185,2490,2281,2.39,piece
1186,3598,2476,4.72,tsp
1187,1870,2157,1.18,piece
1188,2478,2172,0.79,g
1189,3511,851,2.98,g
1190,1716,1798,1.71,tsp
1191,1592,2195,2.51,g
1192,3558,1436,4.34,ml
1193,3772,1120,3.6,tsp
1194,1076,1115,0.21,tbsp
1195,3675,2384,4.26,piece
1196,580,2181,4.11,g
1197,755,1860,0.3,tbsp
1198,77,1475,3.58,cup
1199,76,2736,3.96,tbsp
1200,1429,89,4.89,g
1201,156,2152,0.97,g
1202,3646,590,4.81,cup
1203,1377,2391,0.48,tbsp
1204,1297,966,1.8,piece
1205,2765,959,3.66,g
1206,1409,908,2.7,ml
1207,312,2698,0.56,cup
1208,3969,962,4.31,g
1209,2810,2653,3.67,cup
1210,2924,1619,2.41,tbsp
1211,7,811,2.51,cup
1212,1707,1783,3.53,ml
1213,3419,1259,1.15,piece
1214,2262,1222,4.23,tsp
1215,756,2738,4.49,piece
1216,803,2976,0.37,g
1217,868,1553,0.51,ml
1218,78,1427,0.39,piece
1219,577,394,0.87,cup
1220,3609,2840,2.09,tsp
1221,3671,2316,0.79,cup
1222,120,1760,1.36,piece
1223,3442,1274,4.86,tbsp
1224,912,585,1.69,tsp
1225,3046,1063,0.52,piece
1226,2484,2714,1.81,g
1227,1309,773,1.04,tsp
1228,2609,1370,2.66,cup
1229,2737,1603,2.46,ml
1230,3644,283,4.16,ml
1231,3497,2726,1.85,tbsp
1232,1289,2255,3.19,g
1233,3798,545,1.66,tsp
1234,2449,203,2.83,cup
1235,2457,2752,1.58,tsp
1236,2526,435,3.2,g
1237,383,2239,0.2,g
1238,1468,2016,4.24,tbsp
1239,945,2264,4.78,ml
1240,2511,995,3.38,tsp
1241,1463,996,1.73,ml
1242,436,185,2.23,tbsp
1243,1099,654,1.5,cup
1244,308,1341,2.79,cup
1245,2145,1307,3.58,tbsp
1246,300,85,4.2,tsp
1247,1418,1319,4.91,g
1248,496,2067,0.12,g
1249,1693,1803,3.95,g
1250,2350,720,4.61,tbsp
1251,3911,708,2.94,ml
1252,92,1487,0.4,g
1253,3271,894,4.55,piece
1254,882,2615,1.7,tbsp
1255,1313,891,2.45,cup
1256,3424,1074,0.93,ml
1257,732,1159,3.1,cup
1258,3123,1935,1.75,tsp
1259,1287,180,3.4,piece
1260,3741,303,3.21,g
1261,294,1028,3.86,g
1262,2803,2172,1.9,ml
1263,1371,1607,4.11,piece
1264,2929,183,4.35,ml
1265,384,2321,4.86,ml
1266,3336,1665,1.68,ml
1267,1077,2542,0.68,cup
1268,2962,109,2.36,piece
1269,3688,1582,0.97,piece
1270,3090,1954,1.63,tsp
1271,3232,2847,3.78,ml
1272,33,2820,4.36,tbsp
1273,686,2085,4.42,cup
1274,2472,461,0.59,tbsp
1275,2386,364,4.47,g
1276,1200,2353,1.4,piece
1277,2294,409,1.83,g
1278,2454,612,0.23,g
1279,2591,589,1.19,tbsp
1280,3583,559,1.33,g
1281,3397,726,0.23,cup
1282,857,1549,4.71,cup
1283,129,68,2.82,cup
1284,3392,584,4.78,piece
1285,3030,232,1.06,ml
1286,306,794,1.21,tbsp
1287,2892,1756,0.95,g
1288,633,1994,0.84,tbsp
1289,1726,350,0.8,tsp
1290,3608,519,2.21,piece
1291,1841,1991,1.9,cup
1292,1266,121,4.16,tsp
1293,421,437,1.71,cup
1294,625,832,4.15,tsp
1295,100,2037,4.21,ml
1296,1575,988,4.05,ml
1297,1906,1382,3.06,tsp
1298,3717,2649,1.4,tbsp
1299,2097,1057,1.23,tbsp
1300,3107,1575,4.85,ml
1301,3238,2178,3.78,tsp
1302,3399,822,2.24,piece
1303,3592,489,2.64,g
1304,2788,571,1.36,tbsp
1305,473,2129,3.4,tbsp
1306,3950,1454,4.42,tsp
1307,2042,2354,2.39,tsp
1308,457,1294,4.99,g
1309,2159,526,1.63,g
1310,1584,1483,2.6,tbsp
1311,224,65,1.21,ml
1312,2765,2310,3.31,piece
1313,3935,1824,0.29,tsp
1314,1623,683,1.37,ml
1315,1179,1397,3.3,ml
1316,194,782,0.39,tsp
1317,1153,1367,0.21,ml
1318,3833,1829,2.35,piece
1319,3333,1944,3.25,piece
1320,2377,2000,2.66,g
1321,533,723,0.25,cup
1322,315,157,1.58,ml
1323,1101,1270,0.51,g
1324,3827,898,3.48,piece
1325,3060,1859,3.19,g
1326,1975,435,0.61,piece
1327,1354,846,0.6,tbsp
1328,417,1607,0.94,tsp
1329,3288,2505,0.24,piece
1330,2300,2694,1.34,g
1331,984,2247,0.25,tsp
1332,2837,411,1.55,ml
1333,2211,178,3.13,g
1334,3194,1125,4.24,ml
1335,99,2386,1.91,tbsp
1336,3135,480,3.27,cup
1337,2355,2123,2.69,tbsp
1338,2715,1277,2.28,g
1339,1354,2323,2.47,ml
1340,3192,293,1.7,tbsp
1341,382,2295,4.59,ml
1342,3078,1758,1.62,tsp
1343,3218,1223,0.12,ml
1344,2012,2371,3.15,cup
1345,2610,257,4.69,tbsp
1346,3235,1863,4.32,tsp
1347,3471,1430,0.48,cup
1348,956,1312,1.42,tbsp
1349,1439,596,1.01,ml
1350,1036,2580,4.63,cup
1351,3910,1793,1.61,tsp
1352,329,2076,4.83,g
1353,3394,901,3.47,tbsp
1354,75,1974,4.62,cup
1355,3352,1466,0.14,cup
1356,2053,2358,3.59,tsp
1357,2121,912,1.46,ml
1358,2535,457,2.13,g
1359,3965,509,2.78,g
1360,1730,1969,2.26,g
1361,929,1057,1.19,g
1362,646,2527,3.09,tbsp
1363,439,2158,1.61,tsp
1364,1715,2077,4.44,piece
1365,824,2290,1.96,tsp
1366,3151,2866,3.75,cup
1367,1074,761,0.96,g
1368,635,1522,1.41,ml
1369,704,117,4.86,g
1370,1021,2127,2.99,cup
1371,1779,339,2.07,ml
1372,2521,1644,0.33,tsp
1373,943,887,3.64,piece
1374,3013,2056,4.55,piece
1375,3776,1528,4.96,piece
1376,1985,2522,1.92,g
1377,1703,285,0.5,ml
1378,2731,2835,2.44,tsp
1379,1323,314,1.96,tbsp
1380,2574,814,4.89,tsp
1381,2825,1501,3.83,ml
1382,114,1354,3.55,cup
1383,1401,2026,4.71,tsp
1384,3240,1748,4.26,tbsp
1385,2106,1055,2.41,piece
1386,656,371,0.25,cup
1387,2614,135,4.72,piece
1388,2979,1772,2.24,tsp
1389,2617,1373,3.51,tsp
1390,3438,2527,2.46,piece
1391,3829,920,0.99,ml
1392,1885,172,0.22,tbsp
1393,3609,2696,2.04,cup
1394,1249,799,1.37,cup
1395,2074,2289,1.87,ml
1396,405,999,3.43,piece
1397,425,2873,1.17,g
1398,1764,334,2.19,g
1399,1586,7,4.55,ml
1400,778,931,3.91,tbsp
1401,2340,647,2.39,g
1402,3546,2963,2.31,g
1403,2627,2858,3.55,piece
1404,1456,793,1.06,cup
1405,678,809,3.02,tsp
1406,3512,1041,4.54,ml
1407,1656,1364,1.04,g
1408,692,2341,2.1,ml
1409,1656,85,4.71,piece
1410,2312,1752,1.09,piece
1411,3158,262,3.06,cup
1412,3609,1051,0.13,g
1413,2448,193,3.71,cup
1414,3402,1070,1.59,tbsp
1415,41,1922,4.35,piece
1416,3693,1985,2.2,g
1417,2856,1859,2.55,piece
1418,781,192,4.38,tsp
1419,3401,2355,2.28,ml
1420,616,2761,4.54,tbsp
1421,1646,1840,0.87,tbsp
1422,1094,1872,4.43,ml
1423,452,1019,4.07,cup
1424,3700,2284,3.9,g
1425,2890,2544,4.14,cup
1426,3063,681,4.08,g
1427,453,2223,0.77,piece
1428,1181,1003,0.13,tsp
1429,912,2275,2.26,piece
1430,219,1744,4.02,g
1431,2639,1,3.34,tsp
1432,3300,1984,4.65,piece
1433,1949,1311,0.71,cup
1434,847,2281,4.82,piece
1435,3586,1521,4.67,tbsp
1436,3588,938,3.0,ml
1437,1064,352,3.14,tsp
1438,3325,1583,0.97,g
1439,1708,1748,3.82,tbsp
1440,2258,1113,4.52,g
1441,451,1489,4.44,ml
1442,2558,2410,4.53,cup
1443,76,328,0.69,tsp
1444,3368,734,0.93,ml
1445,779,2358,2.73,g
1446,855,1747,3.48,piece
1447,3591,1574,4.87,cup
1448,3532,1226,4.92,tsp
1449,3040,2508,4.6,g
1450,2791,1078,2.33,cup
1451,2602,2236,3.46,cup
1452,1379,598,3.46,piece
1453,23,949,1.68,piece
1454,1653,1279,3.68,ml
1455,3192,1996,1.55,cup
1456,139,2278,0.3,tsp
1457,3087,252,2.89,tsp
1458,1135,1070,2.66,tbsp
1459,450,1228,3.56,tbsp
1460,2192,1410,4.7,ml
1461,559,1832,1.75,piece
1462,1263,2066,1.22,tbsp
1463,3074,1114,1.21,g
1464,3753,2233,4.88,g
1465,1168,676,1.17,piece
1466,415,2251,0.89,tsp
1467,3603,2173,0.46,tsp
1468,2715,2291,0.97,ml
1469,3788,2116,4.26,tsp
1470,1253,2454,0.58,cup
1471,3996,1217,3.8,tbsp
1472,2050,381,1.86,tsp
1473,2059,2489,1.99,tsp
1474,1356,1205,2.33,piece
1475,1314,2696,4.18,tbsp
1476,2182,2304,3.27,ml
1477,2814,2744,0.99,ml
1478,1186,1417,1.46,g
1479,2074,1879,1.95,tsp
1480,3410,638,3.9,g
1481,2384,771,4.07,cup
1482,289,617,1.48,piece
1483,3307,1735,3.24,piece
1484,1043,308,4.87,ml
1485,951,1893,3.02,tsp
1486,2573,2769,1.36,g
1487,779,892,2.75,cup
1488,274,99,4.03,g
1489,2935,1950,0.84,ml
1490,1678,2733,1.35,piece
1491,1912,2851,4.31,tsp
1492,1419,2526,2.62,ml
1493,3179,2590,4.13,ml
1494,2019,2220,4.11,piece
1495,802,1469,3.1,ml
1496,582,880,4.48,cup
1497,1145,2,0.97,g
1498,2974,2828,0.64,ml
1499,1435,1431,1.17,tbsp
1500,890,131,3.32,piece
1501,2925,1619,0.5,g
1502,3719,585,1.98,ml
1503,536,2488,2.31,tbsp
1504,501,2855,4.96,g
1505,387,670,4.19,tsp
1506,1029,2968,2.53,tbsp
1507,520,1451,1.91,ml
1508,2268,2323,3.33,ml
1509,1805,1944,4.91,tsp
1510,817,683,0.91,tbsp
1511,1534,21,3.05,ml
1512,1373,473,4.61,ml
1513,1921,821,4.93,tsp
1514,803,1777,2.07,cup
1515,1876,2461,2.78,tsp
1516,2182,2500,0.24,tbsp
1517,1129,2041,3.68,cup
1518,2966,125,1.83,tbsp
1519,1927,2982,4.13,tbsp
1520,247,1860,4.3,tbsp
1521,3903,2193,0.46,g
1522,1578,1503,3.17,tbsp
1523,3403,810,2.31,cup
1524,2388,1808,3.59,g
1525,1406,305,2.17,ml
1526,3725,306,3.47,g
1527,3318,811,1.64,cup
1528,3663,2596,2.43,piece
1529,1117,782,2.9,cup
1530,1084,722,2.59,g
1531,1706,1254,0.52,cup
1532,1885,2999,2.63,cup
1533,1956,109,0.74,piece
1534,2535,403,4.71,g
1535,1453,2166,1.8,tsp
1536,2940,1077,2.28,tsp
1537,2804,141,3.36,ml
1538,3145,2223,3.22,piece
1539,797,2052,4.3,g
1540,3922,2197,0.22,piece
1541,1085,1585,2.05,tsp
1542,215,2696,0.32,tbsp
1543,2380,104,0.15,g
1544,1126,1324,3.2,g
1545,1704,1496,1.0,g
1546,322,2331,1.2,tbsp
1547,2523,349,3.63,g
1548,3524,1654,2.84,tsp
1549,2380,102,4.82,piece
1550,3776,484,3.26,tbsp
1551,333,45,2.21,g
1552,1562,2300,1.77,piece
1553,2347,2746,4.2,cup
1554,36,184,1.55,g
1555,2255,1038,1.27,g
1556,2437,2799,0.61,cup
1557,2439,2293,3.93,g
1558,2365,2564,3.87,piece
1559,3456,1399,0.45,tbsp
1560,1485,406,3.79,cup
1561,3523,1807,3.27,ml
1562,2191,166,4.98,tbsp
1563,1201,1715,2.62,cup
1564,471,1748,2.19,g
1565,1511,446,2.08,piece
1566,678,1828,0.32,g
1567,827,1516,3.35,ml
1568,2666,443,1.91,ml
1569,899,204,2.41,tbsp
1570,2925,901,4.31,piece
1571,2100,2826,3.58,tbsp
1572,2471,1281,1.73,tsp
1573,2756,860,2.05,g
1574,1197,1467,2.82,g
1575,3114,552,4.77,cup
1576,450,1353,4.79,piece
1577,1572,482,4.44,tsp
1578,3483,1059,2.24,cup
1579,2703,1904,3.55,piece
1580,1118,1040,2.35,tbsp
1581,3721,1065,2.37,g
1582,1360,132,3.92,g
1583,892,1227,4.84,ml
1584,3628,2814,1.42,tbsp
1585,604,319,2.43,g
1586,92,2465,1.03,piece
1587,3546,2049,2.32,tbsp
1588,442,1625,2.42,tbsp
1589,2831,703,0.57,piece
1590,2199,345,1.85,g
1591,2852,1281,1.48,piece
1592,3760,193,0.83,tsp
1593,3429,803,2.94,ml
1594,2601,101,1.37,tbsp
1595,737,2460,0.2,g
1596,921,2477,3.11,piece
1597,1801,2538,1.77,cup
1598,1437,2511,4.58,tsp
1599,1317,2212,0.63,tsp
1600,2241,321,2.6,piece
1601,1884,370,2.96,piece
1602,1027,145,4.71,tbsp
1603,874,1233,1.24,tbsp
1604,1473,1,2.11,tbsp
1605,907,1827,1.37,g
1606,593,2931,2.26,g
1607,1551,646,3.31,ml
1608,3805,558,4.45,cup
1609,1892,986,4.46,ml
1610,1683,745,1.1,tsp
1611,1205,2561,4.19,tbsp
1612,947,1639,0.28,cup
1613,1252,1263,3.19,cup
1614,1366,2602,4.48,tsp
1615,17,1400,1.85,cup
1616,1201,690,2.83,ml
1617,1979,1302,3.26,cup
1618,2792,2910,1.75,tsp
1619,3053,490,1.62,ml
1620,2437,1037,1.18,ml
1621,1979,1254,4.55,tbsp
1622,2137,102,0.63,ml
1623,10,2750,1.76,tbsp
1624,2578,2867,2.35,tsp
1625,2800,866,3.43,g
1626,3076,1015,1.18,g
1627,3389,174,0.54,tbsp
1628,105,2466,2.06,tbsp
1629,687,2678,4.65,piece
1630,1441,1926,2.57,tsp
1631,2563,1659,4.0,g
1632,521,1329,4.51,piece
1633,1113,594,4.83,ml
1634,2961,628,4.76,piece
1635,253,1557,1.56,g
1636,624,1483,4.16,cup
1637,385,629,2.43,ml
1638,2260,1007,3.41,ml
1639,1658,753,4.66,tbsp
1640,1752,646,2.59,tsp
1641,184,1633,4.11,g
1642,2802,2747,2.27,g
1643,2289,804,3.54,tsp
1644,1114,1104,4.06,ml
1645,2946,615,4.92,cup
1646,3459,2546,2.44,piece
1647,1921,687,3.82,cup
1648,1774,2072,1.08,tsp
1649,3655,115,1.54,tbsp
1650,3523,1638,4.22,tbsp
1651,306,567,4.18,cup
1652,1624,2870,3.55,tbsp
1653,3564,2024,1.1,tbsp
1654,2205,2603,1.51,cup
1655,2874,1591,1.7,tbsp
1656,3860,1398,3.99,piece
1657,89,1121,4.33,g
1658,191,868,3.87,g
1659,2919,1350,0.43,tbsp
1660,879,1838,0.49,tbsp
1661,2359,1995,1.13,tsp
1662,3451,505,1.87,tbsp
1663,1872,1705,3.28,tbsp
1664,820,2609,2.81,tsp
1665,1496,2780,4.24,ml
1666,294,2388,4.54,piece
1667,2597,2417,4.12,g
1668,3976,1522,3.25,tsp
1669,57,1021,2.86,tbsp
1670,3237,2047,3.12,piece
1671,3012,912,3.75,piece
1672,150,2768,3.29,tsp
1673,2178,1412,3.07,g
1674,2090,1031,3.29,tsp
1675,1682,1342,1.5,tsp
1676,1172,1863,1.4,tbsp
1677,3005,2356,4.43,piece
1678,3285,1507,2.57,cup
1679,3355,66,3.05,tsp
1680,1546,714,4.39,piece
1681,589,2420,0.56,piece
1682,802,1631,2.61,g
1683,3531,1966,1.7,ml
1684,281,2460,2.59,cup
1685,2584,1403,3.48,tsp
1686,43,232,1.34,tbsp
1687,470,79,3.15,tbsp
1688,999,662,2.67,ml
1689,48,2819,0.45,cup
1690,1456,1895,0.22,cup
1691,2667,2447,3.38,cup
1692,1839,2155,0.17,g
1693,1078,552,4.33,piece
1694,970,730,0.63,piece
1695,2328,1375,2.86,g
1696,521,1028,0.86,cup
1697,920,298,1.16,cup
1698,264,2775,3.7,tsp
1699,2177,264,4.52,tbsp
1700,2701,419,3.22,tsp
1701,3169,935,4.61,ml
1702,3743,1278,4.79,piece
1703,3779,1056,4.92,tbsp
1704,3728,662,3.49,piece
1705,434,1505,4.95,g
1706,1085,2612,3.37,ml
1707,1493,1020,0.57,piece
1708,3805,714,2.19,ml
1709,3051,853,3.47,piece
1710,824,1718,4.48,cup
1711,783,438,4.21,ml
1712,173,1335,1.81,tsp
1713,3222,1678,3.79,tsp
1714,330,46,4.33,ml
1715,965,2646,0.67,tbsp
1716,3881,2314,3.25,piece
1717,3679,289,1.93,g
1718,734,2964,2.66,tsp
1719,1627,2632,1.44,ml
1720,743,581,2.55,ml
1721,2535,1883,1.58,piece
1722,129,129,2.95,piece
1723,94,834,3.05,piece
1724,3532,803,4.76,tbsp
1725,2081,2215,1.96,tsp
1726,3313,2970,2.89,ml
1727,991,1451,2.79,tbsp
1728,396,2439,1.53,tsp
1729,2846,1436,2.93,piece
1730,3268,1524,0.58,piece
1731,3698,2305,1.44,cup
1732,2355,441,0.24,cup
1733,177,2693,3.71,cup
1734,572,2687,2.05,ml
1735,2857,2724,4.51,tbsp
1736,489,2877,4.78,g
1737,3155,2648,0.14,ml
1738,2492,1594,3.46,cup
1739,1160,2664,2.16,piece
1740,2422,363,2.67,ml
1741,2729,1551,3.45,tbsp
1742,20,2383,2.16,ml
1743,920,821,2.12,ml
1744,1352,423,4.68,piece
1745,234,2271,3.84,piece
1746,1075,2613,1.31,g
1747,1467,504,4.88,cup
1748,2450,2462,0.78,tbsp
1749,3225,1277,4.28,ml
1750,3347,2282,3.14,ml
1751,113,2694,4.81,piece
1752,2189,1374,0.57,g
1753,984,2488,4.58,cup
1754,1665,2983,0.2,tbsp
1755,3207,1756,2.51,piece
1756,1283,2730,4.35,piece
1757,3553,1180,4.25,g
1758,2575,2082,4.23,piece
1759,3613,438,3.77,tsp
1760,1496,284,3.04,piece
1761,2968,1291,3.36,tsp
1762,1308,377,4.53,tbsp
1763,1948,1200,1.6,piece
1764,464,1136,2.14,g
1765,255,2420,0.35,tbsp
1766,3414,1442,3.34,g
1767,230,559,3.57,piece
1768,1991,2795,0.36,cup
1769,2634,2061,4.85,piece
1770,3725,1099,0.22,ml
1771,1016,1344,0.74,cup
1772,1044,2036,2.46,g
1773,1695,1079,0.86,ml
1774,1679,2188,1.39,piece
1775,781,2401,1.19,tbsp
1776,624,1516,4.26,tsp
1777,1320,1531,2.85,tbsp
1778,3068,2586,4.58,piece
1779,2378,2096,1.25,piece
1780,3065,2659,4.46,tbsp
1781,3508,2736,1.21,ml
1782,3377,1346,1.63,g
1783,569,2659,2.1,piece
1784,477,460,2.21,tbsp
1785,2308,2212,1.57,tsp
1786,3100,2829,1.05,piece
1787,3453,2518,2.89,piece
1788,3014,293,0.86,g
1789,1841,1867,0.48,tbsp
1790,3870,1986,0.6,g
1791,2990,2152,3.95,piece
1792,2912,1086,4.64,tsp
1793,206,2092,2.04,piece
1794,3981,1765,4.49,tbsp
1795,830,1349,4.38,cup
1796,1278,2049,4.89,g
1797,912,2456,2.58,tbsp
1798,292,819,2.68,g
1799,1326,1888,0.93,ml
1800,1725,784,3.56,cup
1801,1456,957,1.52,ml
1802,1433,552,3.5,tsp
1803,181,2905,2.42,tbsp
1804,2215,1176,4.86,cup
1805,3775,343,2.75,tsp
1806,3940,1191,2.16,piece
1807,2543,1616,3.48,tbsp
1808,1566,2315,3.81,cup
1809,2693,900,3.91,cup
1810,2673,1561,2.86,ml
1811,3808,2425,1.28,piece
1812,3488,2121,4.64,tsp
1813,113,2746,0.75,cup
1814,2538,2839,0.77,piece
1815,889,1892,2.76,tbsp
1816,1868,752,3.06,ml
1817,619,2077,4.66,piece
1818,1428,242,4.58,ml
1819,2762,2537,3.88,tbsp
1820,674,2635,2.53,tbsp
1821,3718,80,3.6,tsp
1822,3247,1985,4.75,tsp
1823,2954,468,4.15,tsp
1824,2288,386,4.22,g
1825,2063,1950,4.12,ml
1826,2416,225,1.51,piece
1827,1493,1761,2.95,cup
1828,767,2268,3.74,ml
1829,1276,636,4.65,piece
1830,3849,2013,3.97,tbsp
1831,3401,2067,1.21,tsp
1832,3708,1342,2.58,cup
1833,1708,2177,0.48,cup
1834,1071,2327,3.7,g
1835,3727,1094,0.57,g
1836,288,489,1.12,cup
1837,1906,2913,4.58,piece
1838,1977,597,3.3,tbsp
1839,3993,2834,0.74,tbsp
1840,1777,2023,3.02,piece
